10.8333 7.5 -1.30809 0.968112
12.5 7.5 1.44848 -0.0307358
14.1667 7.5 -1.43062 2.47468
15.8333 7.5 -1.48871 1.88655
17.5 7.5 -0.924093 -0.423059
19.1667 7.5 2.45965 0.373192
20.8333 7.5 -3.00073 0.406694
22.5 7.5 0.372566 -2.16927
24.1667 7.5 -1.64572 0.165084
0.833333 9.16667 -1.58103 -1.79296
2.5 9.16667 2.05531 -0.653603
4.16667 9.16667 0.212343 -1.61008
5.83333 9.16667 2.29801 0.458738
7.5 9.16667 -1.09274 -1.20145
9.16667 9.16667 0.0811039 -0.837001
10.8333 9.16667 0.717196 0.371703
12.5 9.16667 -0.330378 -2.14653
14.1667 9.16667 0.198345 -1.19943
15.8333 9.16667 -1.59976 1.27396
17.5 9.16667 0.570607 -2.57633
19.1667 9.16667 0.495209 -4.53088
20.8333 9.16667 -1.21813 0.000258295
22.5 9.16667 -2.43988 0.469574
24.1667 9.16667 -0.278115 -1.046
0.833333 10.8333 0.737732 1.28738
2.5 10.8333 -0.395507 1.03107
4.16667 10.8333 -2.75574 -0.865051
5.83333 10.8333 -1.70407 -0.217744
7.5 10.8333 0.394316 -0.476982
9.16667 10.8333 0.0579194 0.24422
10.8333 10.8333 -2.23109 -0.930964
12.5 10.8333 0.11417 -1.22353
14.1667 10.8333 -0.560633 -1.39741
15.8333 10.8333 1.94296 1.22811
17.5 10.8333 1.63375 2.4198
19.1667 10.8333 -0.349779 -1.52441
20.8333 10.8333 -1.14641 1.32468
22.5 10.8333 0.119008 -0.923209
24.1667 10.8333 -1.07429 -0.713333
0.833333 12.5 -1.19788 1.25119
2.5 12.5 -0.396952 -1.2775
4.16667 12.5 -2.34806 0.72063
5.83333 12.5 0.68127 1.99777
7.5 12.5 1.83335 1.36162
9.16667 12.5 2.87435 0.0288589
10.8333 12.5 1.89987 2.05435
12.5 12.5 0.923514 -0.989555
14.1667 12.5 1.05774 -3.07628
15.8333 12.5 -1.46188 -2.55819
17.5 12.5 -0.656712 -0.109912
19.1667 12.5 1.62673 -1.77049
20.8333 12.5 2.2803 -0.580546
22.5 12.5 -0.360423 -1.29044
24.1667 12.5 0.41907 0.542773
0.833333 14.1667 1.29124 -1.90565
2.5 14.1667 -0.791394 -1.09684
4.16667 14.1667 1.10461 2.57514
5.83333 14.1667 0.719766 -2.14785
7.5 14.1667 -0.661563 -0.90326
9.16667 14.1667 -2.32124 2.02091
10.8333 14.1667 2.05586 1.26892
12.5 14.1667 0.709456 -1.20491
14.1667 14.1667 0.883047 -2.11912
15.8333 14.1667 -0.712605 2.91163
17.5 14.1667 0.283122 -0.383571
19.1667 14.1667 -0.904077 -1.94845
20.8333 14.1667 0.321425 2.38668
22.5 14.1667 0.94274 0.278414
24.1667 14.1667 -2.22883 -2.32895
0.833333 15.8333 1.32852 -0.926643
2.5 15.8333 1.85097 0.0368996
4.16667 15.8333 2.58789 -0.165495
5.83333 15.8333 -0.77622 1.22804
7.5 15.8333 -3.01414 0.969927
9.16667 15.8333 0.140719 1.40921
10.8333 15.8333 2.26651 -0.466442
12.5 15.8333 0.151893 0.152527
14.1667 15.8333 1.23126 1.65344
15.8333 15.8333 0.773846 0.694036
17.5 15.8333 1.03277 -1.81592
19.1667 15.8333 0.347093 3.8563
20.8333 15.8333 1.85377 -1.70809
22.5 15.8333 -1.9395 -1.11522
24.1667 15.8333 0.0220446 2.81828
0.833333 17.5 1.58869 0.588746
2.5 17.5 0.0665848 -1.80848
4.16667 17.5 0.00732668 1.85646
5.83333 17.5 -1.21922 -2.24768
7.5 17.5 -1.69205 0.966117
9.16667 17.5 -1.09058 -1.73045
10.8333 17.5 -0.68369 0.173863
12.5 17.5 1.48213 0.105947
14.1667 17.5 0.782194 -0.337507
15.8333 17.5 2.78332 1.15612
17.5 17.5 -0.859942 0.286745
19.1667 17.5 0.533384 2.17498
20.8333 17.5 -0.345429 -3.6567
22.5 17.5 0.749764 -0.285939
24.1667 17.5 1.45083 0.138692
0.833333 19.1667 1.73862 0.803665
2.5 19.1667 1.1143 -0.982012
4.16667 19.1667 0.92843 1.19104
5.83333 19.1667 -3.12473 -2.66516
7.5 19.1667 0.571865 -1.48909
9.16667 19.1667 1.04057 0.226764
10.8333 19.1667 -0.868559 -0.674576
12.5 19.1667 1.69452 0.641337
14.1667 19.1667 0.368083 -1.222
15.8333 19.1667 -2.28642 -3.52743
17.5 19.1667 0.289032 0.0665977
19.1667 19.1667 -0.740156 -0.619733
20.8333 19.1667 -0.0831442 -1.33987
22.5 19.1667 1.34687 -0.737024
24.1667 19.1667 1.01678 1.76941
0.833333 20.8333 0.50887 0.394899
2.5 20.8333 -2.85602 1.55613
4.16667 20.8333 1.70134 0.228783
5.83333 20.8333 0.930693 0.0801331
7.5 20.8333 -1.13362 -0.0162697
9.16667 20.8333 -0.616599 -0.470199
10.8333 20.8333 -1.95254 -1.63281
12.5 20.8333 1.42252 0.138023
14.1667 20.8333 -1.17441 -1.50254
15.8333 20.8333 1.51857 -2.349
17.5 20.8333 -2.93712 0.0982618
19.1667 20.8333 0.391983 3.41157
20.8333 20.8333 -2.6097 -1.44383
22.5 20.8333 -1.19004 -3.68717
24.1667 20.8333 -0.510686 1.64299
0.833333 22.5 1.65316 -1.71244
2.5 22.5 -0.219247 -0.589666
4.16667 22.5 1.60893 0.226211
5.83333 22.5 1.78823 1.18425
7.5 22.5 -1.13734 -2.38522
9.16667 22.5 0.907268 0.419806
